Card,Set ID,Set Name,Quantity,Foil
"Unexpected Windfall",HBG,"",4,""
"Valor Singer",HBG,"",2,""
"You Come to the Gnoll Camp",HBG,"",3,""
"You Find Some Prisoners",HBG,"",2,""
"Young Red Dragon",HBG,"",2,""
"Ambitious Dragonborn",HBG,"",4,""
"Band Together",HBG,"",1,""
"Circle of the Moon Druid",HBG,"",4,""
"Druid of the Emerald Grove",HBG,"",1,""
"Druidic Ritual",HBG,"",2,""
"Earthquake Dragon",HBG,"",1,""
"Gnoll Hunter",HBG,"",2,""
"Hill Giant Herdgorger",HBG,"",3,""
"Inspiring Bard",HBG,"",3,""
"Lurking Roper",HBG,"",1,""
"Owlbear",HBG,"",2,""
"Owlbear Shepherd",HBG,"",1,""
"Poison the Blade",HBG,"",3,""
"Scaled Nurturer",HBG,"",2,""
"Sylvan Shepherd",HBG,"",2,""
"Traverse the Outlands",HBG,"",2,""
"Undercellar Myconid",HBG,"",4,""
"Underdark Basilisk",HBG,"",4,""
"Wild Shape",HBG,"",1,""
"Gorion, Wise Mentor",HBG,"",1,""
"Jan Jansen, Chaos Crafter",HBG,"",2,""
"Kagha, Shadow Archdruid",HBG,"",1,""
"Korlessa, Scale Singer",HBG,"",1,""
"Krydle of Baldur's Gate",HBG,"",1,""
"Lozhan, Dragons' Legacy",HBG,"",2,""
"Mazzy, Truesword Paladin",HBG,"",2,""
"Minsc & Boo, Timeless Heroes",HBG,"",1,""
"Nalia de'Arnise",HBG,"",1,""
"Neera, Wild Mage",HBG,"",1,""
"Oji, the Exquisite Blade",HBG,"",1,""
"Prosper, Tome-Bound",HBG,"",2,""
"Raggadragga, Goreguts Boss",HBG,"",2,""
"Trelasarra, Moon Dancer",HBG,"",2,""
"Cloak of the Bat",HBG,"",4,""
"Fraying Line",HBG,"",1,""
"Iron Golem",HBG,"",1,""
"Lantern of Revealing",HBG,"",1,""
"Meteor Golem",HBG,"",1,""
"Navigation Orb",HBG,"",2,""
"Pilgrim's Eye",HBG,"",3,""
"Spiked Pit Trap",HBG,"",1,""
"A-Sepulcher Ghoul",HBG,"",1,""
"A-Earthquake Dragon",HBG,"",1,""
"A-Minsc & Boo, Timeless Heroes",HBG,"",1,""
"Yuan-Ti Scaleshield",HBG,"",2,""
"Plains",HBG,"",1,""
"Plains",HBG,"",1,""
"Plains",HBG,"",1,""
"Plains",HBG,"",1,""
"Island",HBG,"",1,""
"Island",HBG,"",1,""
"Island",HBG,"",1,""
"Island",HBG,"",1,""
"Swamp",HBG,"",1,""
"Swamp",HBG,"",1,""
"Swamp",HBG,"",1,""
"Swamp",HBG,"",1,""
"Mountain",HBG,"",1,""
"Mountain",HBG,"",1,""
"Mountain",HBG,"",1,""
"Mountain",HBG,"",1,""
"Forest",HBG,"",1,""
"Forest",HBG,"",1,""
"Forest",HBG,"",1,""
"Forest",HBG,"",1,""
"A-Hagra Constrictor",ZNR,"",3,""
"A-Skyclave Shadowcat",ZNR,"",3,""
"A-Rockslide Sorcerer",ZNR,"",1,""
"A-Iridescent Hornbeetle",ZNR,"",2,""
"A-Oran-Rief Ooze",ZNR,"",1,""
"A-Moss-Pit Skeleton",ZNR,"",3,""
"A-Umara Mystic",ZNR,"",3,""
"A-Bretagard Stronghold",KHM,"",2,""
"A-Dueling Coach",STX,"",2,""
"A-Mentor's Guidance",STX,"",3,""
"A-Tenured Inkcaster",STX,"",4,""
"A-Ardent Dustspeaker",STX,"",3,""
"A-Tome Shredder",STX,"",3,""
"A-Rowan, Scholar of Sparks",STX,"",2,""
"A-Maelstrom Muse",STX,"",3,""
"A-Tanazir Quandrix",STX,"",1,""
"A-Ochre Jelly",AFR,"",4,""
"A-Sorcerer Class",AFR,"",1,""
"A-The Meathook Massacre",MID,"",3,""
"A-Sigardian Paladin",VOW,"",4,""
"A-You Come to a River",AFR,"",4,""
"A-Baleful Beholder",AFR,"",3,""
"A-Eyes of the Beholder",AFR,"",3,""
"A-Manticore",AFR,"",4,""
"A-Steadfast Unicorn",HBG,"",4,""
"A-Dragonborn Looter",HBG,"",4,""
"A-Lapis Orb of Dragonkind",HBG,"",1,""
"A-You Come to a River",HBG,"",1,""
"A-Baleful Beholder",HBG,"",2,""
"A-Eyes of the Beholder",HBG,"",1,""
"A-Manticore",HBG,"",3,""
"A-Kenku Artificer",HBG,"",2,""
"A-Pseudodragon Familiar",HBG,"",2,""
"A-Guildsworn Prowler",HBG,"",3,""
"A-Young Blue Dragon",HBG,"",4,""
"A-Sigil of Myrkul",HBG,"",1,""
"A-Carnelian Orb of Dragonkind",HBG,"",1,""
"A-Young Red Dragon",HBG,"",2,""
"A-Druidic Ritual",HBG,"",2,""
"A-Lantern of Revealing",HBG,"",1,""
"A-Navigation Orb",HBG,"",2,""
"Karn, Living Legacy",DMU,"",3,""
"Anointed Peacekeeper",DMU,"",4,""
"Archangel of Wrath",DMU,"",4,""
"Argivian Cavalier",DMU,"",4,""
"Argivian Phalanx",DMU,"",4,""
"Artillery Blast",DMU,"",4,""
"Benalish Faithbonder",DMU,"",4,""
"Citizen's Arrest",DMU,"",4,""
"Cleaving Skyrider",DMU,"",4,""
"Coalition Skyknight",DMU,"",4,""
"Danitha, Benalia's Hope",DMU,"",1,""
"Defiler of Faith",DMU,"",4,""
"Griffin Protector",DMU,"",4,""
"Guardian of New Benalia",DMU,"",4,""
"Heroic Charge",DMU,"",4,""
"Juniper Order Rootweaver",DMU,"",4,""
"Knight of Dawn's Light",DMU,"",4,""
"Leyline Binding",DMU,"",4,""
"Love Song of Night and Day",DMU,"",4,""
"Mesa Cavalier",DMU,"",4,""
"Phyrexian Missionary",DMU,"",3,""
"Prayer of Binding",DMU,"",4,""
"Runic Shot",DMU,"",4,""
"Samite Herbalist",DMU,"",4,""
"Serra Paragon",DMU,"",4,""
"Shalai's Acolyte",DMU,"",4,""
"Stall for Time",DMU,"",4,""
"Take Up the Shield",DMU,"",4,""
"Temporary Lockdown",DMU,"",4,""
"Urza Assembles the Titans",DMU,"",4,""
"Valiant Veteran",DMU,"",4,""
"Wingmantle Chaplain",DMU,"",4,""
"Academy Wall",DMU,"",4,""
"Aether Channeler",DMU,"",4,""
"Battlewing Mystic",DMU,"",4,""
"Combat Research",DMU,"",4,""
"Defiler of Dreams",DMU,"",4,""
"Djinn of the Fountain",DMU,"",4,""
"Founding the Third Path",DMU,"",3,""
"Frostfist Strider",DMU,"",4,""
"Haunting Figment",DMU,"",4,""
"Impede Momentum",DMU,"",4,""
"Joint Exploration",DMU,"",4,""
"The Phasing of Zhalfir",DMU,"",3,""
"Pixie Illusionist",DMU,"",4,""
"Protect the Negotiators",DMU,"",4,""
"Rona's Vortex",DMU,"",4,""
"Shore Up",DMU,"",4,""
"Soaring Drake",DMU,"",4,""
"Sphinx of Clear Skies",DMU,"",4,""
"Talas Lookout",DMU,"",4,""
"Tidepool Turtle",DMU,"",4,""
"Timely Interference",DMU,"",4,""
"Tolarian Terror",DMU,"",4,""
"Voda Sea Scavenger",DMU,"",4,""
"Vodalian Mindsinger",DMU,"",2,""
"Balduvian Atrocity",DMU,"",1,""
"Battle-Rage Blessing",DMU,"",4,""
"Battlefly Swarm",DMU,"",4,""
"Bone Splinters",DMU,"",4,""
"Braids, Arisen Nightmare",DMU,"",4,""
"Braids's Frightful Return",DMU,"",4,""
"Choking Miasma",DMU,"",4,""
"The Cruelty of Gix",DMU,"",2,""
"Cult Conscript",DMU,"",4,""
"Defiler of Flesh",DMU,"",1,""
"Eerie Soultender",DMU,"",4,""
"Evolved Sleeper",DMU,"",4,""
"Extinguish the Light",DMU,"",4,""
"Gibbering Barricade",DMU,"",4,""
"Knight of Dusk's Shadow",DMU,"",3,""
"Liliana of the Veil",DMU,"",4,""
"Monstrous War-Leech",DMU,"",4,""
"Phyrexian Rager",DMU,"",4,""
"Phyrexian Vivisector",DMU,"",4,""
"Phyrexian Warhorse",DMU,"",4,""
"Pilfer",DMU,"",4,""
"Sengir Connoisseur",DMU,"",4,""
"Shadow Prophecy",DMU,"",4,""
"Shadow-Rite Priest",DMU,"",4,""
"Sheoldred, the Apocalypse",DMU,"",3,""
"Sheoldred's Restoration",DMU,"",4,""
"Splatter Goblin",DMU,"",4,""
"Stronghold Arena",DMU,"",4,""
"Tattered Apparition",DMU,"",4,""
"Toxic Abomination",DMU,"",4,""
"Tribute to Urborg",DMU,"",4,""
"Urborg Repossession",DMU,"",4,""
"Balduvian Berserker",DMU,"",1,""
"Chaotic Transformation",DMU,"",2,""
"Coalition Warbrute",DMU,"",4,""
"Defiler of Instinct",DMU,"",2,""
"Dragon Whelp",DMU,"",4,""
"The Elder Dragon War",DMU,"",4,""
"Fires of Victory",DMU,"",4,""
"Flowstone Infusion",DMU,"",4,""
"Flowstone Kavu",DMU,"",3,""
"Furious Bellow",DMU,"",4,""
"Ghitu Amplifier",DMU,"",4,""
"Goblin Picker",DMU,"",4,""
"Hammerhand",DMU,"",4,""
"Hurloon Battle Hymn",DMU,"",4,""
"In Thrall to the Pit",DMU,"",3,""
"Jaya, Fiery Negotiator",DMU,"",3,""
"Keldon Flamesage",DMU,"",3,""
"Keldon Strike Team",DMU,"",4,""
"Molten Monstrosity",DMU,"",4,""
"Phoenix Chick",DMU,"",4,""
"Radha's Firebrand",DMU,"",3,""
"Rundvelt Hordemaster",DMU,"",2,""
"Smash to Dust",DMU,"",4,""
"Sprouting Goblin",DMU,"",3,""
"Squee, Dubious Monarch",DMU,"",4,""
"Temporal Firestorm",DMU,"",2,""
"Thrill of Possibility",DMU,"",4,""
"Twinferno",DMU,"",4,""
"Viashino Branchrider",DMU,"",4,""
"Warhost's Frenzy",DMU,"",4,""
"Yavimaya Steelcrusher",DMU,"",4,""
"Yotia Declares War",DMU,"",2,""
"Barkweave Crusher",DMU,"",4,""
"Bite Down",DMU,"",4,""
"Bog Badger",DMU,"",4,""
"Broken Wings",DMU,"",4,""
"Colossal Growth",DMU,"",4,""
"Deathbloom Gardener",DMU,"",4,""
"Defiler of Vigor",DMU,"",4,""
"Elfhame Wurm",DMU,"",4,""
"Elvish Hydromancer",DMU,"",4,""
"Floriferous Vinewall",DMU,"",4,""
"Herd Migration",DMU,"",4,""
"Hexbane Tortoise",DMU,"",4,""
"Leaf-Crowned Visionary",DMU,"",3,""
"Linebreaker Baloth",DMU,"",4,""
"Llanowar Greenwidow",DMU,"",4,""
"Llanowar Loamspeaker",DMU,"",4,""
"Mossbeard Ancient",DMU,"",4,""
"Nishoba Brawler",DMU,"",2,""
"Quirion Beastcaller",DMU,"",3,""
"Scout the Wilderness",DMU,"",4,""
"Silverback Elder",DMU,"",1,""
"Slimefoot's Survey",DMU,"",4,""
"Snarespinner",DMU,"",4,""
"Strength of the Coalition",DMU,"",4,""
"Tail Swipe",DMU,"",4,""
"Tear Asunder",DMU,"",4,""
"Territorial Maro",DMU,"",3,""
"Threats Undetected",DMU,"",4,""
"Urborg Lhurgoyf",DMU,"",3,""
"Vineshaper Prodigy",DMU,"",4,""
"The Weatherseed Treaty",DMU,"",4,""
"The World Spell",DMU,"",1,""
"Yavimaya Iconoclast",DMU,"",3,""
"Yavimaya Sojourner",DMU,"",4,""
"Ajani, Sleeper Agent",DMU,"",1,""
"Aron, Benalia's Ruin",DMU,"",4,""
"Astor, Bearer of Blades",DMU,"",4,""
"Balmor, Battlemage Captain",DMU,"",4,""
"Bortuk Bonerattle",DMU,"",4,""
"Elas il-Kor, Sadistic Pilgrim",DMU,"",3,""
"Ertai Resurrected",DMU,"",2,""
"Ivy, Gleeful Spellthief",DMU,"",4,""
"Jhoira, Ageless Innovator",DMU,"",4,""
"Jodah, the Unifier",DMU,"",4,""
"King Darien XLVIII",DMU,"",4,""
"Lagomos, Hand of Hatred",DMU,"",4,""
"Meria, Scholar of Antiquity",DMU,"",2,""
"Nael, Avizoa Aeronaut",DMU,"",3,""
"Najal, the Storm Runner",DMU,"",4,""
"Nemata, Primeval Warden",DMU,"",1,""
"Queen Allenal of Ruadach",DMU,"",4,""
"Ratadrabik of Urborg",DMU,"",3,""
"Rith, Liberated Primeval",DMU,"",3,""
"Rivaz of the Claw",DMU,"",4,""
"Rona, Sheoldred's Faithful",DMU,"",4,""
"Rulik Mons, Warren Chief",DMU,"",4,""
"Sol'Kanar the Tainted",DMU,"",3,""
"Soul of Windgrace",DMU,"",2,""
"Stenn, Paranoid Partisan",DMU,"",3,""
"Tatyova, Steward of Tides",DMU,"",4,""
"Tori D'Avenant, Fury Rider",DMU,"",4,""
"Tura Kennerüd, Skyknight",DMU,"",3,""
"Uurg, Spawn of Turg",DMU,"",2,""
"Vohar, Vodalian Desecrator",DMU,"",4,""
"Zar Ojanen, Scion of Efrava",DMU,"",4,""
"Zur, Eternal Schemer",DMU,"",2,""
"Automatic Librarian",DMU,"",4,""
"Golden Argosy",DMU,"",4,""
"Hero's Heirloom",DMU,"",4,""
"Inscribed Tablet",DMU,"",4,""
"Meteorite",DMU,"",4,""
"Relic of Legends",DMU,"",4,""
"Salvaged Manaworker",DMU,"",3,""
"Shield-Wall Sentinel",DMU,"",4,""
"Timeless Lotus",DMU,"",2,""
"Walking Bulwark",DMU,"",4,""
"Weatherlight Compleated",DMU,"",3,""
"Caves of Koilos",DMU,"",4,""
"Contaminated Aquifer",DMU,"",4,""
"Crystal Grotto",DMU,"",4,""
"Geothermal Bog",DMU,"",4,""
"Haunted Mire",DMU,"",4,""
"Idyllic Beachfront",DMU,"",4,""
"Karplusan Forest",DMU,"",4,""
"Molten Tributary",DMU,"",4,""
"Plaza of Heroes",DMU,"",4,""
"Sacred Peaks",DMU,"",4,""
"Shivan Reef",DMU,"",4,""
"Sulfurous Springs",DMU,"",4,""
"Sunlit Marsh",DMU,"",4,""
"Thran Portal",DMU,"",1,""
"Wooded Ridgeline",DMU,"",4,""
"Plains",DMU,"",1,""
"Plains",DMU,"",1,""
"Plains",DMU,"",1,""
"Island",DMU,"",1,""
"Island",DMU,"",1,""
"Island",DMU,"",1,""
"Swamp",DMU,"",1,""
"Swamp",DMU,"",1,""
"Swamp",DMU,"",1,""
"Mountain",DMU,"",1,""
"Mountain",DMU,"",1,""
"Mountain",DMU,"",1,""
"Forest",DMU,"",1,""
"Forest",DMU,"",1,""
"Forest",DMU,"",1,""
"Serra Redeemer",DMU,"",4,""
"Cosmic Epiphany",DMU,"",4,""
"Tyrannical Pitlord",DMU,"",4,""
"Benalish Sleeper",DMU,"",4,""
"Captain's Call",DMU,"",4,""
"Charismatic Vanguard",DMU,"",4,""
"Clockwork Drawbridge",DMU,"",4,""
"Destroy Evil",DMU,"",4,""
"Join Forces",DMU,"",3,""
"Resolute Reinforcements",DMU,"",4,""
"Academy Loremaster",DMU,"",3,""
"Coral Colony",DMU,"",4,""
"Ertai's Scorn",DMU,"",4,""
"Essence Scatter",DMU,"",4,""
"Haughty Djinn",DMU,"",4,""
"Impulse",DMU,"",4,""
"Micromancer",DMU,"",2,""
"Negate",DMU,"",4,""
"Phyrexian Espionage",DMU,"",4,""
"Silver Scrutiny",DMU,"",4,""
"Tolarian Geyser",DMU,"",4,""
"Vesuvan Duplimancy",DMU,"",1,""
"Vodalian Hexcatcher",DMU,"",3,""
"Volshe Tideturner",DMU,"",4,""
"Aggressive Sabotage",DMU,"",4,""
"Blight Pile",DMU,"",4,""
"Cut Down",DMU,"",4,""
"Writhing Necromass",DMU,"",4,""
"Electrostatic Infantry",DMU,"",4,""
"Hurler Cyclops",DMU,"",3,""
"Jaya's Firenado",DMU,"",4,""
"Lightning Strike",DMU,"",4,""
"Meria's Outrider",DMU,"",4,""
"Shivan Devastator",DMU,"",4,""
"Gaea's Might",DMU,"",4,""
"Llanowar Stalker",DMU,"",4,""
"Magnigoth Sentry",DMU,"",3,""
"Sunbathing Rootwalla",DMU,"",4,""
"Baird, Argivian Recruiter",DMU,"",4,""
"Garna, Bloodfist of Keld",DMU,"",4,""
"Radha, Coalition Warlord",DMU,"",4,""
"Raff, Weatherlight Stalwart",DMU,"",2,""
"Shanna, Purifying Blade",DMU,"",2,""
"Jodah's Codex",DMU,"",2,""
"Vanquisher's Axe",DMU,"",4,""
"Adarkar Wastes",DMU,"",4,""
"Radiant Grove",DMU,"",4,""
"Tangled Islet",DMU,"",4,""
"Yavimaya Coast",DMU,"",4,""
"Ragefire Hellkite",DMU,"",4,""
"A-Buy Your Silence",SNC,"",4,""
"A-Celebrity Fencer",SNC,"",4,""
"A-Speakeasy Server",SNC,"",4,""
"A-Case the Joint",SNC,"",4,""
"A-Psionic Snoop",SNC,"",4,""
"A-Public Enemy",SNC,"",4,""
"A-Sewer Crocodile",SNC,"",4,""
"A-Deal Gone Bad",SNC,"",4,""
"A-Demon's Due",SNC,"",4,""
"A-Graveyard Shift",SNC,"",3,""
"A-Incriminate",SNC,"",4,""
"A-Midnight Assassin",SNC,"",4,""
"A-Revel Ruiner",SNC,"",4,""
"A-Vampire Scrivener",SNC,"",4,""
"A-Exhibition Magician",SNC,"",4,""
"A-Jackhammer",SNC,"",4,""
"A-Pyre-Sledge Arsonist",SNC,"",4,""
"A-Ready to Rumble",SNC,"",4,""
"A-Riveteers Initiate",SNC,"",4,""
"A-Sizzling Soloist",SNC,"",2,""
"A-Capenna Express",SNC,"",4,""
"A-Glittermonger",SNC,"",4,""
"A-High-Rise Sawjack",SNC,"",4,""
"A-Most Wanted",SNC,"",4,""
"A-Social Climber",SNC,"",4,""
"A-Warm Welcome",SNC,"",4,""
"A-Cabaretti Charm",SNC,"",2,""
"A-Celestial Regulator",SNC,"",4,""
"A-Civil Servant",SNC,"",4,""
"A-Forge Boss",SNC,"",2,""
"A-Glamorous Outlaw",SNC,"",4,""
"A-Masked Bandits",SNC,"",4,""
"A-Metropolis Angel",SNC,"",4,""
"A-Mr. Orfeo, the Boulder",SNC,"",4,""
"A-Queza, Augur of Agonies",SNC,"",3,""
"A-Rakish Revelers",SNC,"",4,""
"A-Security Rhox",SNC,"",4,""
"A-Shattered Seraph",SNC,"",4,""
"A-Spara's Adjudicators",SNC,"",4,""
"A-Stimulus Package",SNC,"",1,""
"A-Syndicate Infiltrator",SNC,"",1,""
"A-Ominous Parcel",SNC,"",4,""
"A-Paragon of Modernity",SNC,"",4,""
"Benalish Knight-Counselor",Y23_DMU,"",2,""
"Vesuvan Mist",Y23_DMU,"",2,""
"Darigaaz's Whelp",Y23_DMU,"",1,""
"Diminished Returner",Y23_DMU,"",2,""
"Reezug, the Bonecobbler",Y23_DMU,"",1,""
"Ghitu Embercoiler",Y23_DMU,"",1,""
"Goblin Morale Sergeant",Y23_DMU,"",2,""
"Marwyn's Kindred",Y23_DMU,"",1,""
"Wandering Treefolk",Y23_DMU,"",2,""
"Arvad, Weatherlight Smuggler",Y23_DMU,"",1,""
"Slimefoot, Thallid Transplant",Y23_DMU,"",1,""
"Teferi's Contingency",Y23_DMU,"",1,""
"Tiana, Angelic Mechanic",Y23_DMU,"",1,""
"Vodalian Tide Mage",Y23_DMU,"",1,""
"Disenchant",BRO,"",4,""
"Curate",BRO,"",4,""
"Disfigure",BRO,"",4,""
"Blanchwood Armor",BRO,"",4,""
"Fauna Shaman",BRO,"",1,""
"Giant Growth",BRO,"",4,""
"Blast Zone",BRO,"",2,""
"Evolving Wilds",BRO,"",4,""
"Plains",BRO,"",1,""
"Plains",BRO,"",1,""
"Island",BRO,"",1,""
"Island",BRO,"",1,""
"Swamp",BRO,"",1,""
"Swamp",BRO,"",1,""
"Mountain",BRO,"",1,""
"Mountain",BRO,"",1,""
"Forest",BRO,"",1,""
"Forest",BRO,"",1,""
"Aetherflux Reservoir",BRR,"",1,""
"Blackblade Reforged",BRR,"",1,""
"Chromatic Lantern",BRR,"",1,""
"Foundry Inspector",BRR,"",4,""
"Gilded Lotus",BRR,"",1,""
"Helm of the Host",BRR,"",1,""
"Ichor Wellspring",BRR,"",4,""
"Key to the City",BRR,"",1,""
"Mazemind Tome",BRR,"",1,""
"Millstone",BRR,"",4,""
"Mystic Forge",BRR,"",3,""
"Ornithopter",BRR,"",4,""
"Perilous Vault",BRR,"",2,""
"Platinum Angel",BRR,"",1,""
"Scrap Trawler",BRR,"",3,""
"Sculpting Steel",BRR,"",1,""
"Self-Assembler",BRR,"",4,""
"Soul-Guide Lantern",BRR,"",4,""
"Aeronaut Cavalry",BRO,"",4,""
"Airlift Chaplain",BRO,"",4,""
"Ambush Paratrooper",BRO,"",4,""
"Calamity's Wake",BRO,"",4,""
"Deadly Riposte",BRO,"",4,""
"Great Desert Prospector",BRO,"",4,""
"In the Trenches",BRO,"",2,""
"Kayla's Command",BRO,"",2,""
"Kayla's Reconstruction",BRO,"",2,""
"Lay Down Arms",BRO,"",4,""
"Loran of the Third Path",BRO,"",4,""
"Loran, Disciple of History",BRO,"",3,""
"Loran's Escape",BRO,"",4,""
"Mass Production",BRO,"",4,""
"Meticulous Excavation",BRO,"",2,""
"Military Discipline",BRO,"",4,""
"Myrel, Shield of Argive",BRO,"",4,""
"Phalanx Vanguard",BRO,"",4,""
"Powerstone Engineer",BRO,"",4,""
"Prison Sentence",BRO,"",4,""
"Recommission",BRO,"",4,""
"Recruitment Officer",BRO,"",4,""
"Repair and Recharge",BRO,"",4,""
"Siege Veteran",BRO,"",4,""
"Soul Partition",BRO,"",4,""
"Static Net",BRO,"",4,""
"Survivor of Korlis",BRO,"",4,""
"Thopter Architect",BRO,"",4,""
"Tocasia's Welcome",BRO,"",4,""
"Union of the Third Path",BRO,"",4,""
"Warlord's Elite",BRO,"",4,""
"Yotian Medic",BRO,"",4,""
"Autonomous Assembler",BRO,"",4,""
"Combat Thresher",BRO,"",4,""
"Platoon Dispenser",BRO,"",4,""
"Scrapwork Cohort",BRO,"",4,""
"Steel Seraph",BRO,"",4,""
"Tocasia's Onulet",BRO,"",4,""
"Urza's Sylex",BRO,"",1,""
"Veteran's Powerblade",BRO,"",4,""
"Yotian Frontliner",BRO,"",4,""
"Air Marshal",BRO,"",4,""
"Defabricate",BRO,"",4,""
"Desynchronize",BRO,"",4,""
"Drafna, Founder of Lat-Nam",BRO,"",4,""
"Fallaji Archaeologist",BRO,"",4,""
"Flow of Knowledge",BRO,"",4,""
"Forging the Anchor",BRO,"",4,""
"Hurkyl, Master Wizard",BRO,"",4,""
"Hurkyl's Final Meditation",BRO,"",1,""
"Involuntary Cooldown",BRO,"",4,""
"Keeper of the Cadence",BRO,"",3,""
"Koilos Roc",BRO,"",4,""
"Lat-Nam Adept",BRO,"",4,""
"Machine Over Matter",BRO,"",4,""
"Mightstone's Animation",BRO,"",4,""
"One with the Multiverse",BRO,"",3,""
"Retrieval Agent",BRO,"",4,""
"Scatter Ray",BRO,"",4,""
"Skystrike Officer",BRO,"",4,""
"Splitting the Powerstone",BRO,"",4,""
"Stern Lesson",BRO,"",4,""
"Take Flight",BRO,"",4,""
"Teferi, Temporal Pilgrim",BRO,"",2,""
"Third Path Savant",BRO,"",4,""
"Thopter Mechanic",BRO,"",4,""
"Urza, Powerstone Prodigy",BRO,"",4,""
"Urza's Command",BRO,"",4,""
"Urza's Rebuff",BRO,"",4,""
"Weakstone's Subjugation",BRO,"",4,""
"Wing Commando",BRO,"",4,""
"Zephyr Sentinel",BRO,"",4,""
"Arcane Proxy",BRO,"",4,""
"Coastal Bulwark",BRO,"",4,""
"Combat Courier",BRO,"",4,""
"Depth Charge Colossus",BRO,"",4,""
"Hulking Metamorph",BRO,"",4,""
"Spotter Thopter",BRO,"",4,""
"Surge Engine",BRO,"",4,""
"The Temporal Anchor",BRO,"",2,""
"Terisian Mindbreaker",BRO,"",3,""
"Ashnod, Flesh Mechanist",BRO,"",3,""
"Ashnod's Intervention",BRO,"",4,""
"Battlefield Butcher",BRO,"",4,""
"Carrion Locust",BRO,"",4,""
"Corrupt",BRO,"",4,""
"Diabolic Intent",BRO,"",1,""
"Disciples of Gix",BRO,"",4,""
"Dreams of Steel and Oil",BRO,"",3,""
"Emergency Weld",BRO,"",4,""
"Fateful Handoff",BRO,"",4,""
"Gix, Yawgmoth Praetor",BRO,"",1,""
"Gix's Caress",BRO,"",4,""
"Gix's Command",BRO,"",4,""
"Gixian Infiltrator",BRO,"",4,""
"Gixian Skullflayer",BRO,"",3,""
"Gnawing Vermin",BRO,"",3,""
"Go for the Throat",BRO,"",4,""
"Gruesome Realization",BRO,"",4,""
"Gurgling Anointer",BRO,"",4,""
"Hostile Negotiations",BRO,"",3,""
"Kill-Zone Acrobat",BRO,"",4,""
"Misery's Shadow",BRO,"",4,""
"Moment of Defiance",BRO,"",4,""
"No One Left Behind",BRO,"",4,""
"Overwhelming Remorse",BRO,"",4,""
"Painful Quandary",BRO,"",3,""
"Powerstone Fracture",BRO,"",4,""
"Ravenous Gigamole",BRO,"",4,""
"Thran Vigil",BRO,"",4,""
"Thraxodemon",BRO,"",3,""
"Trench Stalker",BRO,"",4,""
"Ashnod's Harvester",BRO,"",4,""
"Clay Revenant",BRO,"",4,""
"Dredging Claw",BRO,"",4,""
"Goring Warplow",BRO,"",4,""
"Phyrexian Fleshgorger",BRO,"",4,""
"Razorlash Transmogrant",BRO,"",1,""
"Scrapwork Rager",BRO,"",4,""
"Transmogrant Altar",BRO,"",3,""
"Transmogrant's Crown",BRO,"",3,""
"Arms Race",BRO,"",4,""
"Bitter Reunion",BRO,"",4,""
"Brotherhood's End",BRO,"",3,""
"Conscripted Infantry",BRO,"",4,""
"Draconic Destiny",BRO,"",2,""
"Dwarven Forge-Chanter",BRO,"",4,""
"Excavation Explosion",BRO,"",4,""
"The Fall of Kroog",BRO,"",2,""
"Fallaji Chaindancer",BRO,"",4,""
"Feldon, Ronom Excavator",BRO,"",4,""
"Giant Cindermaw",BRO,"",4,""
"Goblin Blast-Runner",BRO,"",4,""
"Horned Stoneseeker",BRO,"",3,""
"Mechanized Warfare",BRO,"",4,""
"Mishra, Excavation Prodigy",BRO,"",3,""
"Mishra's Command",BRO,"",1,""
"Mishra's Domination",BRO,"",4,""
"Mishra's Onslaught",BRO,"",4,""
"Monastery Swiftspear",BRO,"",4,""
"Obliterating Bolt",BRO,"",4,""
"Over the Top",BRO,"",1,""
"Penregon Strongbull",BRO,"",4,""
"Pyrrhic Blast",BRO,"",4,""
"Raze to the Ground",BRO,"",4,""
"Roc Hunter",BRO,"",4,""
"Sardian Cliffstomper",BRO,"",2,""
"Sibling Rivalry",BRO,"",4,""
"Tomakul Scrapsmith",BRO,"",4,""
"Tyrant of Kher Ridges",BRO,"",4,""
"Unleash Shell",BRO,"",4,""
"Visions of Phyrexia",BRO,"",3,""
"Whirling Strike",BRO,"",4,""
"Blitz Automaton",BRO,"",4,""
"Fallaji Dragon Engine",BRO,"",4,""
"Heavyweight Demolisher",BRO,"",4,""
"Mishra's Juggernaut",BRO,"",4,""
"Mishra's Research Desk",BRO,"",4,""
"Phyrexian Dragon Engine",BRO,"",3,""
"Scrapwork Mutt",BRO,"",4,""
"Skitterbeam Battalion",BRO,"",3,""
"Alloy Animist",BRO,"",2,""
"Argothian Opportunist",BRO,"",4,""
"Argothian Sprite",BRO,"",4,""
"Audacity",BRO,"",4,""
"Awaken the Woods",BRO,"",4,""
"Blanchwood Prowler",BRO,"",4,""
"Burrowing Razormaw",BRO,"",4,""
"Bushwhack",BRO,"",4,""
"Citanul Stalwart",BRO,"",4,""
"Epic Confrontation",BRO,"",4,""
"Fade from History",BRO,"",4,""
"Fallaji Excavation",BRO,"",4,""
"Fog of War",BRO,"",4,""
"Gaea's Courser",BRO,"",4,""
"Gaea's Gift",BRO,"",4,""
"Gnarlroot Pallbearer",BRO,"",3,""
"Gwenna, Eyes of Gaea",BRO,"",4,""
"Hoarding Recluse",BRO,"",4,""
"Obstinate Baloth",BRO,"",4,""
"Perimeter Patrol",BRO,"",4,""
